publishedAt,Title,description,url,source
2026-08-31 20:44:00+00:00,FedEx Corp. stock underperforms Monday when compared to competitors - marketwatch.com,FedEx Corp. stock underperforms Monday when compared to competitors - marketwatch.com,https://news.google.com/rss/articles/CBMi3AFBVV95cUxObjZzcm9Lc1dXNjhhUUZLenNNeS1GYXhFZm1WTHp3bzRrWk5RSW01UVUydER4cFlYNnJEbGVZWExRdmU4cVAxdXVoWGpHamVYd2VIQy15V0pwOTFXU1daM0UwRzBmdTl5RjhMWjRGcFU4a0w2RHJ3NGtZTTdoa2cwd2NkUHcwY0hGWkZmWFRKUERoQmhZakpGSlJ6azNZamg0OUVDVXRHYktZbHgtdU93Z2pWS1lKcnpMZldteDBuaFBXQzBobjMtbzJtVFpUNjRjUldoZzJxV3JrOFdN?oc=5,{'name': 'marketwatch.com'}
2026-08-31 20:32:02+00:00,"FedEx (NYSE: FDX) insider exercises 5,042 options, shares withheld - Stock Titan","FedEx (NYSE: FDX) insider exercises 5,042 options, shares withheld - Stock Titan",https://news.google.com/rss/articles/CBMipgFBVV95cUxOVVJLbm9ZX3prVEE3ank3cmV3c1BmdVV2SUh5MzVsSDdieko2QXFxcnpZbEZfTUVWQ0dreTFZbl9rYVRKVHI0WjF6WHFjN0RkWFNrOUNSUWZWNVQ2N200LV9ZZXhhcTA2Y0prTjVwbnpSMnZPYm5YZERZb25rZ1Y3RVNzdmVaenNmcGc3ZmNBcWY5TjI3bVhzS1k2WW9jZVdWSFBDNDFB?oc=5,{'name': 'Stock Titan'}
2026-08-25 20:18:00+00:00,"FedEx, Stock Of The Day, Eyes Buy Point — And A High-Margin Pivot - Investor's Business Daily","FedEx, Stock Of The Day, Eyes Buy Point — And A High-Margin Pivot - Investor's Business Daily",https://news.google.com/rss/articles/CBMiuAFBVV95cUxPMHhINzhJbTN6aUktNGV0Y2xTdUxSamhFWTBDRWMzQWdtaWZjWE5PQ09UV2t2QnMya2VueGI0S2p6cHpoWGtNU2lwRFp1UHFnNzUwVmQ2U0J6M09yX0QzNUh0TW44eHNqN2xaT3M5bVZ2ZVlRbnl5R2ZaZ2hDMC1rMFV2SG1sU1NVLWpuN2VXVlJqenp3SlBxUUZfMDdQcnJaZDdkSi16NjFVZGo3TV9QX2FBSFlvZWwx?oc=5,"{'name': ""Investor's Business Daily""}"
2026-08-17 07:00:00+00:00,FedEx (FDX) Stock May Be 34% Undervalued Despite California Layoffs - Yahoo Finance,FedEx (FDX) Stock May Be 34% Undervalued Despite California Layoffs - Yahoo Finance,https://news.google.com/rss/articles/CBMikAFBVV95cUxOcXZpbEE5clVjU1djZVBVeVpqNmd4YmRVd1JlcTF3cUJoWHpXSTZmTmJncEVWRGppaTZnRkw2OEhHUFZadGlUNmVtLWR1bkJ6UmJzdUhMRXI1TmxDeHJGYm1UNTRiSXBIT1lKeFFYbFNpdUZzZDgxQ1lYWkJfd0tEUmNPWUhIanUxVVRPdVdmeVY?oc=5,{'name': 'Yahoo Finance'}
2026-08-28 12:00:00+00:00,FedEx Just Spun Off Its Freight Division. Which Stock Should You Own? - The Motley Fool,FedEx Just Spun Off Its Freight Division. Which Stock Should You Own? - The Motley Fool,https://news.google.com/rss/articles/CBMimAFBVV95cUxOdmxrZFNCRkRWTE5jb3B4TUFxaktDTXdveTlvd2pJZGN3d1Q5aDZ5QTMxelhjYTBFcmN4eGl2dEpHYjU3THAtYjg2LWNyTWJHeXZ6bFNOd1JZOTZiUTZmZU5XcWpxOGNaZGNydGRJWlY2eS1BMWVDWGRPTE5ualgtSFhGMEJuVDR4OWN0NmFkYnFGVHJwdUw5ZA?oc=5,{'name': 'The Motley Fool'}
2026-08-31 09:10:47+00:00,Resilient FedEx stock holds above $330 as takeover role in InPost draws attention - AD HOC NEWS,Resilient FedEx stock holds above $330 as takeover role in InPost draws attention - AD HOC NEWS,https://news.google.com/rss/articles/CBMizgFBVV95cUxNell0NUFPYlNzZnpNN19KeWk4bWRKbXIxZUdxUXpVdjNKWFpoREhCdHI0U2NyRmVlYi1aQVhhTHNPM2hhWE8zOWRWZE5vSXM3UlRSTk5qdkl4dVlKdjZMdkxsdk16ZXY0VmkzakF0bnpWOGJEZG5vRDVrbmJoZHlrUFctX3BsYjdycy01eEtHZVF2dGJEYk1MY2gtQVhwSVJia0ZZYnlyYm8wS0hkSXBfanU5Uzl0bFlhZHdKSEkxb3JCbkh4LVB5LXY4aXFDdw?oc=5,{'name': 'AD HOC NEWS'}
2026-08-20 07:00:00+00:00,Are Wall Street Analysts Bullish on FedEx Stock? - Barchart.com,Are Wall Street Analysts Bullish on FedEx Stock? - Barchart.com,https://news.google.com/rss/articles/CBMilgFBVV95cUxNQzdkTzRuT0Z0U3FEanMtX3VpOWM4eFVyR2p4T0xMak5neWFwQmMtaWpXUG8wX1JzVnlaUy15aHR3WVk1bnVJWnZRMzUtbWU4czlYa3dEZVc2U2I1M01vLWdXZTAyU3N4RDc3eVJuaEc3WjZRNXA5WmVhMlllajk0LU44Si11Wmo4cUw1NzZtWkI1MWJ0MUE?oc=5,{'name': 'Barchart.com'}
2026-08-21 21:14:08+00:00,Are Wall Street Analysts Bullish on FedEx Stock? - webull.com,Are Wall Street Analysts Bullish on FedEx Stock? - webull.com,https://news.google.com/rss/articles/CBMiWEFVX3lxTE5zQnZ4X1d5dkxaZkVEZ0V4SGpxVkZuVl94VEYxMzBJVGRVXy03N3V2RnFpajZiLTFmQ1dSN0NFbUh2U3FOcUcyQVIwOERCOTJaZkVHY1RrMHo?oc=5,{'name': 'webull.com'}
2026-08-27 20:44:00+00:00,FedEx Corp. stock underperforms Thursday when compared to competitors - marketwatch.com,FedEx Corp. stock underperforms Thursday when compared to competitors - marketwatch.com,https://news.google.com/rss/articles/CBMixwFBVV95cUxOOTNHcFkxWGl6ckM2WW5wTFd2M0xGZjR1SDNXVlJuWkpiSzdzNVdVbHV1S1JremFBTlg0T256WDFURkZ4d3NTVzVoQW14SEQtd0VySDJOYkpDUE9MOWoxdWphczFTUGRwVHlCU0hOYUFPLWRpNGNreVdOSFAtQ1NsRklhRTJFcmlqcEFEXzFwWDNlczNWX1o0RlROeWg3LW1CRHFfeDN6VU9OdWJfWTdhSzFHbXU3MFpFWGZvLVNwMy1CXzlJUXRR?oc=5,{'name': 'marketwatch.com'}
2026-08-29 21:00:53+00:00,FedEx stock steadies as tariff refund boost and freight spin-off reshape 2026 outlook - AD HOC NEWS,FedEx stock steadies as tariff refund boost and freight spin-off reshape 2026 outlook - AD HOC NEWS,https://news.google.com/rss/articles/CBMiywFBVV95cUxPTjVaTEZ2QlhZTC1ueVo0NWJHYThKcEN4LUpHbzhLcFZsUHFiX05VeDRJTnFjQlVNWEw2UlF1blpUNGF2UlU4OUNGQWU2clRSTWdtdl80VmU0YnNTSWlDeFZ3OWdDVmVvT1VXQnNGQWpjd2ZpWFMyNVVuSjBkUks2bUE4ZnVjUmQzNWhMMGlNMHA0V1BQSUFKUHIycHBFOGxBYUdPTW1xVmxObmlkRmRqdi1KM25IRWxGSGZWakplaXdfQ29UZFBudkJCbw?oc=5,{'name': 'AD HOC NEWS'}
