Date,Close,High,Low,n,Open,Volume,vw,Dividends,Stock Splits
2020-07-27 00:00:00+00:00,53.17,53.68,52.73,1384,53.61,318921,53.09,0.0,0.0
2020-07-28 00:00:00+00:00,53.0,53.71,51.96,3093,53.65,387021,52.71,0.0,0.0
2020-07-29 00:00:00+00:00,51.62,52.89,51.36,2189,52.74,301626,51.85,0.0,0.0
2020-07-30 00:00:00+00:00,49.95,50.83,49.79,2865,50.82,462136,50.19,0.0,0.0
2020-07-31 00:00:00+00:00,49.21,49.85,48.78,2479,49.81,265026,49.2,0.0,0.0
2020-08-03 00:00:00+00:00,49.96,49.99,48.48,1101,49.07,136949,49.63,0.0,0.0
2020-08-04 00:00:00+00:00,49.99,50.3,49.66,1938,50.06,242647,49.99,0.0,0.0
2020-08-05 00:00:00+00:00,52.18,52.18,50.17,2071,50.17,377983,50.97,0.0,0.0
2020-08-06 00:00:00+00:00,52.04,52.5,51.61,1032,51.66,105371,52.12,0.0,0.0
2020-08-07 00:00:00+00:00,53.14,53.27,51.61,1039,51.94,128978,52.55,0.0,0.0
2020-08-10 00:00:00+00:00,55.84,56.01,53.37,2428,53.37,273255,55.14,0.0,0.0
2020-08-11 00:00:00+00:00,55.86,57.48,55.71,2254,56.72,432130,56.98,0.0,0.0
2020-08-12 00:00:00+00:00,55.89,56.54,55.13,1119,56.39,133208,55.83,0.0,0.0
2020-08-13 00:00:00+00:00,55.41,56.04,54.93,1651,55.18,150268,55.46,0.0,0.0
2020-08-14 00:00:00+00:00,55.74,56.24,54.9,856,55.11,77447,55.72,0.0,0.0
2020-08-17 00:00:00+00:00,54.96,55.81,54.88,916,55.78,91409,55.2,0.0,0.0
2020-08-18 00:00:00+00:00,54.38,55.28,54.32,996,54.91,157775,54.82,0.0,0.0
2020-08-19 00:00:00+00:00,53.97,55.05,53.89,1349,54.34,122951,54.48,0.0,0.0
2020-08-20 00:00:00+00:00,53.43,53.77,52.86,931,53.41,65574,53.44,0.0,0.0
2020-08-21 00:00:00+00:00,52.77,53.63,52.77,897,53.08,70982,52.99,0.0,0.0
2020-08-24 00:00:00+00:00,54.14,54.29,52.84,690,52.93,90894,53.89,0.0,0.0
2020-08-25 00:00:00+00:00,53.36,53.71,52.27,2682,53.59,480052,53.05,0.0,0.0
2020-08-26 00:00:00+00:00,53.22,53.34,52.53,2333,52.95,245709,52.98,0.0,0.0
