publishedAt,Title,description,url,source,sentiment_label,sentiment_score,prob_positive,prob_negative,prob_neutral,sentiment_confidence
2026-08-27 19:42:47+00:00,FedEx stock holds above $330 as investors weigh earnings trends - Ad-hoc-news.de,FedEx stock holds above $330 as investors weigh earnings trends - Ad-hoc-news.de,https://news.google.com/rss/articles/CBMiwwFBVV95cUxNd1RhaXRfOXJTMFpTNEhudDIzUkY3ak9vMHZFa05lTzJPQ0VGb0dNMFpoa2t1eVBBTUdqRUY2c2xZa3p0Smx5Q3NJNW1LcEVHTVV0N2lVTnc2Uk5ON0R1U1hUVjV1WUwwemNqQWlXUE00Zm5YcndvY1dpUC1lYmZDQkltVEZXX1NscDRNZVBFSTVIbkZ0VnAwRllzYk95eVJlTE9DY3R2VnY4VGR2bkFnOG5meFlkeVRtc21QLTVYWnFZZms?oc=5,{'name': 'Ad-hoc-news.de'},negative,-1.0,0.0,1.0,0.0,1.0
2026-08-26 20:55:12+00:00,FedEx stock edges higher as investors eye valuation and upcoming earnings - Ad-hoc-news.de,FedEx stock edges higher as investors eye valuation and upcoming earnings - Ad-hoc-news.de,https://news.google.com/rss/articles/CBMi0gFBVV95cUxOOUdmRWllZldDQUFzMlJ6UXh0eE5xd3E3SUd6a0hMZ3NYQ2dtNE9aQUxIQWNQY3lXZnJJUW5MM0FTal9Cd1pabENFVFNULXBua1hnNUg1QTRrWG1HQlg0ZFExcG5RVUJXcjNyQW9FVWNQTUh4dDFSc0RMWEZSLXF1M1NtWWR1blpjbUoydGNkWURaelZlQnRLNGNKWTJDWmxUY2dLN1drQzRKSnVtdFdTVFVVNmRTRjVOSkJQZkxsTXE0NGpDeWJiQVdSN05PdGdweGc?oc=5,{'name': 'Ad-hoc-news.de'},positive,1.0,1.0,0.0,0.0,1.0
2026-08-26 06:35:00+00:00,Why Is FedEx (NYSE:FDX) S&P 500 Network Transformation in Focus? - Kalkine Media,Why Is FedEx (NYSE:FDX) S&P 500 Network Transformation in Focus? - Kalkine Media,https://news.google.com/rss/articles/CBMiqAFBVV95cUxONEpaa1VOUE5hTGdjUGFWZS1fZnV3R2FCeUJlU25BWDJrdXVnS3RpaWoxQ256dDJWaFI3S280ZmRVaU9SM1FSZnRVbmM2M2xVWDA4Z1VJZ0pMekpaSVUwQ1lTNnlXS2V2cUo5cTlLdWVMQkgxUlBtUUl5ZUlnVUFjS19pVnpMWTFydFFTc0VGS2ZBeUxQd1hyR2p2NUZvVGlsczZBSU9RQWc?oc=5,{'name': 'Kalkine Media'},neutral,-0.0,0.0,0.0,1.0,1.0
2026-08-25 20:18:00+00:00,"FedEx, Stock Of The Day, Eyes Buy Point — And A High-Margin Pivot - Investor's Business Daily","FedEx, Stock Of The Day, Eyes Buy Point — And A High-Margin Pivot - Investor's Business Daily",https://news.google.com/rss/articles/CBMiuAFBVV95cUxPMHhINzhJbTN6aUktNGV0Y2xTdUxSamhFWTBDRWMzQWdtaWZjWE5PQ09UV2t2QnMya2VueGI0S2p6cHpoWGtNU2lwRFp1UHFnNzUwVmQ2U0J6M09yX0QzNUh0TW44eHNqN2xaT3M5bVZ2ZVlRbnl5R2ZaZ2hDMC1rMFV2SG1sU1NVLWpuN2VXVlJqenp3SlBxUUZfMDdQcnJaZDdkSi16NjFVZGo3TV9QX2FBSFlvZWwx?oc=5,"{'name': ""Investor's Business Daily""}",neutral,0.0002,0.0002,0.0,0.9998,0.9998
2026-08-24 20:44:00+00:00,FedEx Corp. stock outperforms competitors on strong trading day - MarketWatch,FedEx Corp. stock outperforms competitors on strong trading day - MarketWatch,https://news.google.com/rss/articles/CBMi1wFBVV95cUxNWFE5V0ZqS2VDVDdBS3RtRkNTZlc4dmkzNW1oWGlObF9lMFhjWnJhMndDQ2tHd21CaU9PV3dMZG01V3JDdU4tWTMxNmtwQ0V3M05fNVNxWVRuMGtoT1lnejZmOTFkWjdfS2pER1B3MWhrZkJRRVZVTFdJMU13QTVpWHhUc0c3VTB6bHVId2ZSc0Izdm9GODV3X083OURqcUo2SUE4bUluTFpHMXcyd2dIVXRaSVpIcWxVdndsR3dKSFlDZHZwRFpCUWp3aEhtQ1duX2FienYycw?oc=5,{'name': 'MarketWatch'},positive,1.0,1.0,0.0,0.0,1.0
2026-08-24 15:05:56+00:00,FedEx stock gains on Bernstein's $397 call - Ad-hoc-news.de,FedEx stock gains on Bernstein's $397 call - Ad-hoc-news.de,https://news.google.com/rss/articles/CBMipwFBVV95cUxNd3FWQ1hXVGpGQXJVQjZGVW1Pc281V1NRMGZBNGFaMGcwOHBqUkw3SnNEblNKWnNKMWc2Q0lDMzBuNmVEaVNJTWJhaU5qQmM0M1ZRYzM3TTZ5N3NDb3B3VnZlaUw5RFpsUEV0bDlSX3YyZk8zWV9VWW5XY181Qk1NNlB1V2VRSWhsakNTX3VBSkVNWXBsYVN1RV9LMnQ0RkUtS0VTNnZ1QQ?oc=5,{'name': 'Ad-hoc-news.de'},neutral,0.0355,0.0355,0.0,0.9645,0.9645
2026-08-23 04:03:08+00:00,$FDX Stock Fell 3% This Week. Here's What We See in Our Data. - Moomoo,$FDX Stock Fell 3% This Week. Here's What We See in Our Data. - Moomoo,https://news.google.com/rss/articles/CBMiiwFBVV95cUxOS0VWR1c2YU9DSUZTQVpaYTQ3ZW9xLWdZclZUbkk0WlE2SkRTeW00Vm5xVXJIdEp5bzRxb0RTTWF2WjRQVUctUW1CM0ExTVBhMTl4UnRTV3JrN0UyVXY3SlZUamFZTE9kamNYN3Fkc09WYmxOVVdOMjFXcFgtcUlBOFNmMThZaEZtS1Uw?oc=5,{'name': 'Moomoo'},neutral,-0.001,0.0001,0.0011,0.9989,0.9989
2026-08-21 21:14:08+00:00,Are Wall Street Analysts Bullish on FedEx Stock? - webull.com,Are Wall Street Analysts Bullish on FedEx Stock? - webull.com,https://news.google.com/rss/articles/CBMiWEFVX3lxTE5zQnZ4X1d5dkxaZkVEZ0V4SGpxVkZuVl94VEYxMzBJVGRVXy03N3V2RnFpajZiLTFmQ1dSN0NFbUh2U3FOcUcyQVIwOERCOTJaZkVHY1RrMHo?oc=5,{'name': 'webull.com'},positive,1.0,1.0,0.0,0.0,1.0
2026-08-20 18:23:57+00:00,Are Wall Street Analysts Bullish on FedEx Stock? - Barchart.com,Are Wall Street Analysts Bullish on FedEx Stock? - Barchart.com,https://news.google.com/rss/articles/CBMilgFBVV95cUxNQzdkTzRuT0Z0U3FEanMtX3VpOWM4eFVyR2p4T0xMak5neWFwQmMtaWpXUG8wX1JzVnlaUy15aHR3WVk1bnVJWnZRMzUtbWU4czlYa3dEZVc2U2I1M01vLWdXZTAyU3N4RDc3eVJuaEc3WjZRNXA5WmVhMlllajk0LU44Si11Wmo4cUw1NzZtWkI1MWJ0MUE?oc=5,{'name': 'Barchart.com'},positive,1.0,1.0,0.0,0.0,1.0
2026-08-16 07:00:00+00:00,FedEx (FDX) Stock May Be 34% Undervalued Despite California Layoffs - Yahoo Finance,FedEx (FDX) Stock May Be 34% Undervalued Despite California Layoffs - Yahoo Finance,https://news.google.com/rss/articles/CBMikAFBVV95cUxOcXZpbEE5clVjU1djZVBVeVpqNmd4YmRVd1JlcTF3cUJoWHpXSTZmTmJncEVWRGppaTZnRkw2OEhHUFZadGlUNmVtLWR1bkJ6UmJzdUhMRXI1TmxDeHJGYm1UNTRiSXBIT1lKeFFYbFNpdUZzZDgxQ1lYWkJfd0tEUmNPWUhIanUxVVRPdVdmeVY?oc=5,{'name': 'Yahoo Finance'},positive,0.9999,0.9999,0.0,0.0001,0.9999
