publishedAt,Title,description,url,source,sentiment_label,sentiment_score,prob_positive,prob_negative,prob_neutral,sentiment_confidence
2026-08-29 00:22:39+00:00,"Cathie Wood’s ARK shifts focus: AMD stock sold, Nvidia and Broadcom bought - Investing.com Nigeria","Cathie Wood’s ARK shifts focus: AMD stock sold, Nvidia and Broadcom bought - Investing.com Nigeria",https://news.google.com/rss/articles/CBMizAFBVV95cUxOWWVhak5QY2tReUFUaGFwV2lGR0dTRzBVQmxuN1YxeHkwSzZ2WnRxZTYtRl9lZHhXRlJKeUdQdGZpVEZOZzRVS0NVUzZXZU5zUEVZTXRjTEhpUmFjbTJtaXpuOE12RGlXc2dpY1N1Ykxmd2doV21WMTVKNXBEaUtLUmlZRGc0czJzSFM0R3RlZUx5a0stWk9JU3NDdXpGUC1UTElxS2hxVUY5Q09hTVJ3MEFQaEdWbHQ5UzdOa0F1WmRVQWZlbjU4Qnl3MGM?oc=5,{'name': 'Investing.com Nigeria'},neutral,-0.0,0.0,0.0,1.0,1.0
2026-08-28 19:08:09+00:00,"AMD Stock Price Prediction: Druckenmiller Boosts Stake, Can Helios and AI Inference Drive AMD to Outperform Nvidia? - TradingKey","AMD Stock Price Prediction: Druckenmiller Boosts Stake, Can Helios and AI Inference Drive AMD to Outperform Nvidia? - TradingKey",https://news.google.com/rss/articles/CBMi4wFBVV95cUxNQy1lUVlPQnVwcHdtdXB0cDZObjVtN3AwemY0bTY1aVpkWV91MW5TTjR3REFLRHg4NEp0V1labnhnam9XeFI5XzJLMkhYRzdFbFJET19EdzlIdHh5YllWSTl3MWNGVkpkdjI5cnZpWGpieGhncnNrVmo4Z05SaEgtdkRRN3phNFo1MWdIeFhDM3JQNjNnNTRpbW9qUHpFMmd3T2xHdGtHNjN1UjNXQm1xSXRSR0JMNzdpUmRfSmdMaWxqckxxSVlkN18zMjNpbTRPMGZVVHdOcVZid1N6NDNpeWtMNA?oc=5,{'name': 'TradingKey'},positive,1.0,1.0,0.0,0.0,1.0
2026-08-28 16:46:31+00:00,AMD stock trades around $476 as Q2 2026 AI revenue surge anchors rich valuation - Ad-hoc-news.de,AMD stock trades around $476 as Q2 2026 AI revenue surge anchors rich valuation - Ad-hoc-news.de,https://news.google.com/rss/articles/CBMiywFBVV95cUxPek9sWHRaemJTTGRvVXdET21vamRHLTRoaUdUenE3UmN6WVUzME5aZjRkb3lhamowTG8ybDJzWDZNbE14MHJIb2NhV3hydS1PcnpGV2dvV2JRTzdvUlF3R0VPNmt6RnlReU1WU05hSFV6ZjF0SkxiYzVoLWQ0LVpuSWNEUlIxSzRTNHVSLWVQZGlNV1lVRmhqTm1YVkhJWFNFTFBZWjZXSU9iUmRfOWZqSHNVTWZRMloyUGh0Wm85TjVGWlBxai03WENBWQ?oc=5,{'name': 'Ad-hoc-news.de'},positive,0.677,0.6771,0.0001,0.3228,0.6771
2026-08-28 16:04:38+00:00,Why Is AMD Stock Sliding on Friday? - Yahoo Finance,Why Is AMD Stock Sliding on Friday? - Yahoo Finance,https://news.google.com/rss/articles/CBMimAFBVV95cUxQMkhpLWo4Tkc4V1Q0MTlJZUVIWDZleG92R0czanZ0SHVEbUtfdjVDX001RDR2WmFUZ2dWOXpzTkx2ZUVaLThSRXh6TDdiREdpN1VuMFZoeWloY3h2VEdKb3MtRHBQUW1YNnFkbzZ2TkR3dHdzaGhtMDFNM2dIaURDV3UwVlQ0OF9oaXczaEJYaEFieTVMMnZyZQ?oc=5,{'name': 'Yahoo Finance'},neutral,-0.0051,0.0002,0.0053,0.9945,0.9945
2026-08-28 15:42:00+00:00,"A fantasy football obsessive's guide to the stock market's sleepers, handcuffs, and touchdown vultures - Business Insider","A fantasy football obsessive's guide to the stock market's sleepers, handcuffs, and touchdown vultures - Business Insider",https://news.google.com/rss/articles/CBMirAFBVV95cUxNR0dDOUwwc29wU3EwNGpZMXdjT0hKbUVtV2ZjOW5rNWJkOHR3eTdvVzJMZG9lOXBlblI2ZklWS3dWNTQzeEhnc3RsODRBTUJVWWRrNFY3b1FjZWE1Mi0yTXJhTWtpc21hYVEzY3ZlZlZ5MFdwWnFnTklsSWY1NXdQZ2VWWHR6c00ycnpGek1fMThCWTJ6bXBjWWtWRzVqSW5tRWdqd2U4VFhqWGRW?oc=5,{'name': 'Business Insider'},neutral,-0.0,0.0,0.0,1.0,1.0
2026-08-28 08:13:57+00:00,"Advanced Micro Devices, Inc. $AMD Stock Position Raised by Elefante Mark B - MarketBeat","Advanced Micro Devices, Inc. $AMD Stock Position Raised by Elefante Mark B - MarketBeat",https://news.google.com/rss/articles/CBMizAFBVV95cUxPNEE0RkM1S1Z2UUVKQ0REcGVJUVgwcUlRNFhZTkNUTVNDNE5UV0dFY1JFNnpjNEJIUjdHdV9oOXVxWXZYcWRSMWV1WV9OQm1VZEZmbXlmLWtWU2EyZWJGX0VsaVlESld5REtjX3FHTTBrY0RaNFJyNG00YUpiTGdNYlFTYXctMDdxV09DRV9lSUJhaGh4X0VheXlPbUdqd3V0U1RoTTcwdC1iN0hOMExRdEFrZC1tZ3VFRGtxLTRUd2VGYTE2cXVVTkhfWXA?oc=5,{'name': 'MarketBeat'},neutral,0.0,0.0,0.0,1.0,1.0
2026-08-28 08:13:57+00:00,"Advanced Micro Devices, Inc. $AMD Stock Position Raised by Elefante Mark B - MarketBeat","Advanced Micro Devices, Inc. $AMD Stock Position Raised by Elefante Mark B - MarketBeat",https://news.google.com/rss/articles/CBMizAFBVV95cUxPNEE0RkM1S1Z2UUVKQ0REcGVJUVgwcUlRNFhZTkNUTVNDNE5UV0dFY1JFNnpjNEJIUjdHdV9oOXVxWXZYcWRSMWV1WV9OQm1VZEZmbXlmLWtWU2EyZWJGX0VsaVlESld5REtjX3FHTTBrY0RaNFJyNG00YUpiTGdNYlFTYXctMDdxV09DRV9lSUJhaGh4X0VheXlPbUdqd3V0U1RoTTcwdC1iN0hOMExRdEFrZC1tZ3VFRGtxLTRUd2VGYTE2cXVVTkhfWXA?oc=5,{'name': 'MarketBeat'},positive,1.0,1.0,0.0,0.0,1.0
2026-08-28 08:13:57+00:00,"Cibc World Market Inc. Boosts Position in Advanced Micro Devices, Inc. $AMD - MarketBeat","Cibc World Market Inc. Boosts Position in Advanced Micro Devices, Inc. $AMD - MarketBeat",https://news.google.com/rss/articles/CBMizAFBVV95cUxObi1zVkQ4SW9ZUmhBUEw0UlRMV2JmcnJpZ0RMZUVMcXNpWEhERFdkTVI5dXUycHJaWDNLUkFXUnBqYnhTSEttTW9rcTU5SzQ2RFNZMjZKUFpJblRXOHA4cGcwbHhnTFowaUVDcXhLSGdIX2t5bW40RzRDOHhsZ3lkMXh1X0FvMWNEVkZCR2hiZUhRWU5HRXZsSDZnTGpxTHM0VFBJbllVd3JMTVNlZnJYa3E4VnNIOENtUTRNMTVIaHFOQnZoaElPd042eTA?oc=5,{'name': 'MarketBeat'},neutral,0.0,0.0,0.0,1.0,1.0
2026-08-28 08:13:57+00:00,"Cibc World Market Inc. Boosts Position in Advanced Micro Devices, Inc. $AMD - MarketBeat","Cibc World Market Inc. Boosts Position in Advanced Micro Devices, Inc. $AMD - MarketBeat",https://news.google.com/rss/articles/CBMizAFBVV95cUxObi1zVkQ4SW9ZUmhBUEw0UlRMV2JmcnJpZ0RMZUVMcXNpWEhERFdkTVI5dXUycHJaWDNLUkFXUnBqYnhTSEttTW9rcTU5SzQ2RFNZMjZKUFpJblRXOHA4cGcwbHhnTFowaUVDcXhLSGdIX2t5bW40RzRDOHhsZ3lkMXh1X0FvMWNEVkZCR2hiZUhRWU5HRXZsSDZnTGpxTHM0VFBJbllVd3JMTVNlZnJYa3E4VnNIOENtUTRNMTVIaHFOQnZoaElPd042eTA?oc=5,{'name': 'MarketBeat'},positive,1.0,1.0,0.0,0.0,1.0
2026-08-28 07:27:46+00:00,"Berry Wealth Group LP Invests $1.07 Million in Advanced Micro Devices, Inc. $AMD - MarketBeat","Berry Wealth Group LP Invests $1.07 Million in Advanced Micro Devices, Inc. $AMD - MarketBeat",https://news.google.com/rss/articles/CBMi0gFBVV95cUxNMnpSV3Rud1RaM0tTYk5HaG96U0xPWVRxM0JwVENZUmJicDczZUZra25JVldIX29VLUdQNnoxREJYN1puTDMyYjJ1NDVfR1hvS2Njam8tNVFpZ1VzOTFRdk52UzVLVXp1NFJxdzlzT2FUVEVHcHpqOXU0NzJHUzlrUG0tcDJ1aXRVc0hZd1lBTDRObFNkRGFQTWpuVXRmclp5T3p6MWZTNXdYWEppc1R6OW9FdTQzQmNVdXFxNmV2T2VKQkVOLTRja1lITXNxM3ZTUmc?oc=5,{'name': 'MarketBeat'},neutral,-0.0,0.0,0.0,1.0,1.0
