publishedAt,Title,description,url,source,sentiment_label,sentiment_score
2026-08-25 07:24:15+00:00,"Tesla’s $5,000 Cybertruck Price Hike Sparks A Bigger Question: Is Demand Really Strong?","Base Cybertruck deliveries now stretch into 2027, while costlier configurations remain available sooner.",https://stocktwits.com/news-articles/markets/equity/tesla-cybertruck-price-hike-is-demand-really-strong/cZYkL7YRJ87,{'name': 'Stocktwits'},Positive,0.9904718399047852
2026-08-25 01:41:01+00:00,Tesla (TSLA)’s Solar Roof Shutdown Raises Questions About its Energy Ambitions,"Tesla, Inc. (NASDAQ:TSLA) has stopped selling its premium Solar Roof tiles on its website, nearly a decade after Elon Musk introduced them as a more attractive alternative to conventional solar panels. The company’s solar strategy has now shifted to a traditional solar-panel offering. Reuters noted that Tesla, Inc. (NASDAQ:TSLA) had once targeted 1,000 Solar Roof […]",https://finance.yahoo.com/energy/articles/tesla-tsla-solar-roof-shutdown-014101772.html,{'name': 'Insider Monkey'},Negative,0.9859380125999451
2026-08-24 21:54:01+00:00,Tesla and Other Electric Vehicle Companies Begin Massive China Recall,Over 4 million vehicles are being recalled.,https://www.fool.com/investing/2026/08/24/tesla-and-other-electric-vehicle-companies-begin-massive-china-recall/,{'name': 'Motley Fool'},Negative,0.7475026249885559
2026-08-24 20:50:04+00:00,Tesla to launch Cybercabs in Austin starting Sept. 3,"Yahoo Finance Senior Autos Reporter Pras Subramanian reports on Tesla (TSLA) launching Cybercabs starting on Sept. 3 in Austin. The company expects to roll out 2,500 robotaxis in 2026.",https://finance.yahoo.com/video/tesla-launch-cybercabs-austin-starting-205004873.html,{'name': 'Yahoo Finance Video'},Neutral,0.9999935626983643
2026-08-24 20:43:00+00:00,How to Find the Market's Long-Term Winners,Keith Fitz-Gerald explains why a small group of elite companies drives most long-term wealth creation.,https://finance.yahoo.com/markets/stocks/articles/markets-long-term-winners-204300721.html,{'name': 'Zacks'},Positive,0.9961040019989014
2026-08-24 20:37:00+00:00,"Marvell, Micron, SpaceX, XPeng, Tesla, Moderna, and More Stocks That Explain Today’s Market",FEATURE  Stocks were mostly lower on Monday with the major indexes weighed down by falling artificial-intelligence stocks ahead of Nvidia’s  key earnings and Federal Reserve Chairman Kevin Warsh’s Jackson Hole comments later this week.,https://www.barrons.com/articles/stock-movers-a25cb190?siteid=yhoof2&yptr=yahoo,{'name': 'Barrons.com'},Negative,0.6265783905982971
2026-08-24 18:50:40+00:00,Tesla stops selling solar roofs a decade after launch,"Aug 24 (Reuters) - Tesla has stopped selling premium solar roof tiles on its website, nearly a decade after CEO Elon Musk launched the product as a more attractive alternative to panels.",https://finance.yahoo.com/energy/articles/tesla-stops-selling-solar-roofs-185040445.html,{'name': 'Reuters'},Negative,0.9992184638977051
2026-08-24 18:31:48+00:00,Tesla Just Took a Blow to Its AI Chip Plans,Tesla's AI roadmap is facing another execution test,https://finance.yahoo.com/technology/ai/articles/tesla-just-took-blow-ai-183148664.html,{'name': 'GuruFocus.com'},Negative,0.999983549118042
2026-08-24 18:15:37+00:00,Why Tesla (TSLA) Is Up 6.9% After Robotaxi Approvals And 500 Semi Deal News - And What's Next,"Earlier this month, Einride AB announced plans to deploy 500 Tesla Semis on its Saga AI freight platform over the next 24 months across major U.S. freight corridors, while regulators in Nevada and Texas approved Tesla to operate thousands of Cybercab robotaxis following its recently scheduled September 3 Austin launch event. Together, these moves highlight Tesla’s push to pair autonomous trucking and ride-hailing with its software platforms, potentially deepening recurring revenue...",https://finance.yahoo.com/markets/stocks/articles/why-tesla-tsla-6-9-181537600.html,{'name': 'Simply Wall St.'},Positive,0.9999526739120483
2026-08-24 13:55:57+00:00,Tesla Cybercab to launch Sept. 3 as robotaxi bet ramps up,"Tesla will unveil the production Cybercab at a launch event in Austin, Texas, on Sept. 3. This comes as Tesla ramps up its self-driving efforts — key to the company's big growth plans.",https://finance.yahoo.com/markets/stocks/article/tesla-cybercab-to-launch-sept-3-as-robotaxi-bet-ramps-up-135557945.html,{'name': 'Yahoo Finance'},Positive,0.9437350630760193
